candidate_id,candidate_name,similarity_score,statements,gpt_alignment_score,issue_relevance_score
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwNTM1MTA=,George Sarantopoulos,27.883,"SOCIAL SERVICES: Fair Fares NYC is supposed to help low-income and senior New Yorkers afford public transportation, but only 34% of eligible residents are using it. I will expand outreach and simplify the application process so more people can ride the subways and buses without breaking the bank.
TAXES / BUDGET: Our tax dollars should serve hardworking NYC residents, not noncitizens. I will fight to ensure housing, benefits, and services go to New Yorkers who have earned them—not to those gaming the system.
CRIMINAL JUSTICE / PUBLIC SAFETY: Restore qualified immunity and support our officers. Reverse bail reform and pro-criminal policies that have made our city less safe. Enough is enough.
CRIMINAL JUSTICE / PUBLIC SAFETY: Designate schools, parks, shopping areas, and subways as Zero-Tolerance Zones, including for shoplifting. Increase patrols, improve lighting, expand surveillance, and enforce penalties to protect families.
HOUSING: Create housing for people at all stages of life—including smaller, affordable units for those just starting out.
EDUCATION: Encourage public school academies focused on tech, coding, and high-paying STEM careers.
EDUCATION: Demand a full audit of the 37,000 per-student annual spending to ensure funds actually reach classrooms.
CRIMINAL JUSTICE / PUBLIC SAFETY: Deploy NYPD and trained social workers to remove violent offenders and the severely mentally ill from transit hubs. Enforce fare payment to stop the flow of weapons and crime into the subways.
IMMIGRATION: Partner with the Trump administration to deport violent non-citizen criminals. New Yorkers deserve safe streets—starting with removing repeat offenders who have no legal right to be here.
HOUSING: Provide fair processes for small landlords dealing with non-paying tenants. Treat small homeowners differently than corporate landlords in housing court.
WAGES / JOB BENEFITS: Rehire and compensate workers fired over vaccine mandates. No one should be forced to choose between a job and a personal medical decision.
TAXES / BUDGET: Oppose new taxes and cut existing ones for small businesses and families. Support tax relief that puts money back in people’s pockets.
ECONOMY: Food prices are out of control. I will support more food co-ops and warehouse clubs citywide, subsidize memberships for low-income residents, and promote small business buying co-ops to lower prices and empower our communities.
ECONOMY: Bring fresh, locally grown produce to underserved areas. Support small farmers and build community ties with rotating markets.
ECONOMY: Offer city-backed loan guarantees, tax breaks, and protections for freelancers and new entrepreneurs.",9,9
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwNTM1MTA=,George Sarantopoulos,27.883,"SOCIAL SERVICES: Fair Fares NYC is supposed to help low-income and senior New Yorkers afford public transportation, but only 34% of eligible residents are using it. I will expand outreach and simplify the application process so more people can ride the subways and buses without breaking the bank.
TAXES / BUDGET: Our tax dollars should serve hardworking NYC residents, not noncitizens. I will fight to ensure housing, benefits, and services go to New Yorkers who have earned them—not to those gaming the system.
CRIMINAL JUSTICE / PUBLIC SAFETY: Restore qualified immunity and support our officers. Reverse bail reform and pro-criminal policies that have made our city less safe. Enough is enough.
CRIMINAL JUSTICE / PUBLIC SAFETY: Designate schools, parks, shopping areas, and subways as Zero-Tolerance Zones, including for shoplifting. Increase patrols, improve lighting, expand surveillance, and enforce penalties to protect families.
HOUSING: Create housing for people at all stages of life—including smaller, affordable units for those just starting out.
EDUCATION: Encourage public school academies focused on tech, coding, and high-paying STEM careers.
EDUCATION: Demand a full audit of the 37,000 per-student annual spending to ensure funds actually reach classrooms.
CRIMINAL JUSTICE / PUBLIC SAFETY: Deploy NYPD and trained social workers to remove violent offenders and the severely mentally ill from transit hubs. Enforce fare payment to stop the flow of weapons and crime into the subways.
IMMIGRATION: Partner with the Trump administration to deport violent non-citizen criminals. New Yorkers deserve safe streets—starting with removing repeat offenders who have no legal right to be here.
HOUSING: Provide fair processes for small landlords dealing with non-paying tenants. Treat small homeowners differently than corporate landlords in housing court.
WAGES / JOB BENEFITS: Rehire and compensate workers fired over vaccine mandates. No one should be forced to choose between a job and a personal medical decision.
TAXES / BUDGET: Oppose new taxes and cut existing ones for small businesses and families. Support tax relief that puts money back in people’s pockets.
ECONOMY: Food prices are out of control. I will support more food co-ops and warehouse clubs citywide, subsidize memberships for low-income residents, and promote small business buying co-ops to lower prices and empower our communities.
ECONOMY: Bring fresh, locally grown produce to underserved areas. Support small farmers and build community ties with rotating markets.
ECONOMY: Offer city-backed loan guarantees, tax breaks, and protections for freelancers and new entrepreneurs.",9,9
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwODMzMjU=,Matthew I. Morgan,26.179,"ECONOMY: Helping NYC small venues (bars, music venues, comedy clubs, event spaces) keep their doors open by fighting for them to have lower insurance costs and lower rents.
CRIMINAL JUSTICE / PUBLIC SAFETY: Enhanced protection under NYC Whistleblower Laws for any officer that comes forward against one or more officers who engaged in racial profiling, police brutality, etc.
ENVIRONMENT / ENERGY: I believe that if NYC is serious about improving quality of life, street safety, and air quality then we must return to the water. By that I mean NYC needs to increase its maritime industry, we need to begin importing things into the city via boat instead of via large and dangerous 18 wheeler trucks.
ENVIRONMENT / ENERGY: NYC should push developers to build even more green roofs on new buildings as it has shown that green roofs reduce the city's heat island effect, decrease energy costs, improve air and water quality, sequester carbon, and provide habitat for urban wildlife.
ECONOMY: I work every day with some of the hardest working small business owners in the city and I know the effort it takes to run a small business, and I see the effort it takes to run a small business while also navigating the labyrinth of rules and regulations that NYC government forces entrepreneurs to go through before they can even open their doors.
ECONOMY: Streamline the permit and licensing process so entrepreneurs can get their business started faster. Also I will seek to make sure all associated fees are eliminated, the city can make its money once a small business has been created and is generating revenue, not before.
ECONOMY: Incentivizing developers to build more commercial spaces that can be sold and bought my small businesses so they can have more control of their destiny.
IMMIGRATION: If I am elected I will make sure that whoever is the Mayor does not cooperate and does not allow Immigration and Customs Enforcement into our neighborhoods.
ECONOMY: Allow and incentivize developers to build smaller commercial spaces. This will help give new small businesses a place to get started with a lower rent than being forced into a large space. This will also prevent neighborhoods from being dominated by large chains.
ECONOMY: I will work to create networks and non-government organizations of small business owners so they can pull together their resources and knowledge to cut costs and grow their business.
CRIMINAL JUSTICE / PUBLIC SAFETY: End Cash Bail.
EDUCATION: We cut the bloated and unneeded people in the central office of the DOE. I am talking about administrators and consultants, some of whom are making six figure salaries and providing either duplicative support or providing no service to the DOE at all. Freeing up the schools from oppressive administrators who have to constantly justify their role in the education system will free up funds which can be allocate to all schools to make needed improvements and free up teachers to do what they are trained to do and that is educate the best they can.
IMMIGRATION: I will make sure that whether someone is a citizen or not, they are able to quickly be permitted to find employment and are protected from exploitative working conditions.
CRIMINAL JUSTICE / PUBLIC SAFETY: NYPD settlements MUST be paid from NYPD pension, not by taxpayers.
ECONOMY: Reduce all the fines on small businesses. I already explained how difficult it is to follow all the rules and even to know about all the rules, burdening our small business owners with fines and penalties for mistakes instead of working with them to correct them is not the way to keep our economy strong.
ECONOMY: FEE FREE NYC: A small business might pay anywhere between 5,000 to 10,000 before their first day of business just to the NYC government for things like permits and licenses.
ECONOMY: Work with the Digital Transformation Team to create an easy to understand and access guidebook so entrepreneurs are aware of exactly what they need to get their business started.
IMMIGRATION: I will make sure that they are able to access housing.
CRIMINAL JUSTICE / PUBLIC SAFETY: We will not criminalize the homeless. We will push to create safer and trusted places to get those working New Yorkers back on their feet and those who suffer from addiction and mental health the place and help they need to recover and rehabilitate their lives.
CRIMINAL JUSTICE / PUBLIC SAFETY: I plan to bring to City Council: Ending Qualified Immunity Ending No-Knock Raids Ending Civil Asset Forfeiture Ending School to Prison Pipeline.
IMMIGRATION: I will not allow the state or the federal government to violate our citys sanctuary laws. We will be an Ellis Island style city again.
CRIMINAL JUSTICE / PUBLIC SAFETY: Full Decriminalization of all drugs. Expunge all criminal records of drug charges. Immediate release of all prisoners sentenced for drug charges.
INFRASTRUCTURE / TRANSPORTATION: I believe that abolish zoning will push developers to build a lot more mixed used buildings were strictly regulated under the 1961 code. This will help bring communities together, have livelier streets, eyes on the streets for safety, and more spaces for small businesses to operate.
INFRASTRUCTURE / TRANSPORTATION: The solution to this problem though is not to make the city more car-friendly, the solution is to provide a better and more viable option. This means improving our public transit and making the city more bike-friendly.",1,1
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwODMzMjU=,Matthew I. Morgan,26.179,"ECONOMY: Helping NYC small venues (bars, music venues, comedy clubs, event spaces) keep their doors open by fighting for them to have lower insurance costs and lower rents.
CRIMINAL JUSTICE / PUBLIC SAFETY: Enhanced protection under NYC Whistleblower Laws for any officer that comes forward against one or more officers who engaged in racial profiling, police brutality, etc.
ENVIRONMENT / ENERGY: I believe that if NYC is serious about improving quality of life, street safety, and air quality then we must return to the water. By that I mean NYC needs to increase its maritime industry, we need to begin importing things into the city via boat instead of via large and dangerous 18 wheeler trucks.
ENVIRONMENT / ENERGY: NYC should push developers to build even more green roofs on new buildings as it has shown that green roofs reduce the city's heat island effect, decrease energy costs, improve air and water quality, sequester carbon, and provide habitat for urban wildlife.
ECONOMY: I work every day with some of the hardest working small business owners in the city and I know the effort it takes to run a small business, and I see the effort it takes to run a small business while also navigating the labyrinth of rules and regulations that NYC government forces entrepreneurs to go through before they can even open their doors.
ECONOMY: Streamline the permit and licensing process so entrepreneurs can get their business started faster. Also I will seek to make sure all associated fees are eliminated, the city can make its money once a small business has been created and is generating revenue, not before.
ECONOMY: Incentivizing developers to build more commercial spaces that can be sold and bought my small businesses so they can have more control of their destiny.
IMMIGRATION: If I am elected I will make sure that whoever is the Mayor does not cooperate and does not allow Immigration and Customs Enforcement into our neighborhoods.
ECONOMY: Allow and incentivize developers to build smaller commercial spaces. This will help give new small businesses a place to get started with a lower rent than being forced into a large space. This will also prevent neighborhoods from being dominated by large chains.
ECONOMY: I will work to create networks and non-government organizations of small business owners so they can pull together their resources and knowledge to cut costs and grow their business.
CRIMINAL JUSTICE / PUBLIC SAFETY: End Cash Bail.
EDUCATION: We cut the bloated and unneeded people in the central office of the DOE. I am talking about administrators and consultants, some of whom are making six figure salaries and providing either duplicative support or providing no service to the DOE at all. Freeing up the schools from oppressive administrators who have to constantly justify their role in the education system will free up funds which can be allocate to all schools to make needed improvements and free up teachers to do what they are trained to do and that is educate the best they can.
IMMIGRATION: I will make sure that whether someone is a citizen or not, they are able to quickly be permitted to find employment and are protected from exploitative working conditions.
CRIMINAL JUSTICE / PUBLIC SAFETY: NYPD settlements MUST be paid from NYPD pension, not by taxpayers.
ECONOMY: Reduce all the fines on small businesses. I already explained how difficult it is to follow all the rules and even to know about all the rules, burdening our small business owners with fines and penalties for mistakes instead of working with them to correct them is not the way to keep our economy strong.
ECONOMY: FEE FREE NYC: A small business might pay anywhere between 5,000 to 10,000 before their first day of business just to the NYC government for things like permits and licenses.
ECONOMY: Work with the Digital Transformation Team to create an easy to understand and access guidebook so entrepreneurs are aware of exactly what they need to get their business started.
IMMIGRATION: I will make sure that they are able to access housing.
CRIMINAL JUSTICE / PUBLIC SAFETY: We will not criminalize the homeless. We will push to create safer and trusted places to get those working New Yorkers back on their feet and those who suffer from addiction and mental health the place and help they need to recover and rehabilitate their lives.
CRIMINAL JUSTICE / PUBLIC SAFETY: I plan to bring to City Council: Ending Qualified Immunity Ending No-Knock Raids Ending Civil Asset Forfeiture Ending School to Prison Pipeline.
IMMIGRATION: I will not allow the state or the federal government to violate our citys sanctuary laws. We will be an Ellis Island style city again.
CRIMINAL JUSTICE / PUBLIC SAFETY: Full Decriminalization of all drugs. Expunge all criminal records of drug charges. Immediate release of all prisoners sentenced for drug charges.
INFRASTRUCTURE / TRANSPORTATION: I believe that abolish zoning will push developers to build a lot more mixed used buildings were strictly regulated under the 1961 code. This will help bring communities together, have livelier streets, eyes on the streets for safety, and more spaces for small businesses to operate.
INFRASTRUCTURE / TRANSPORTATION: The solution to this problem though is not to make the city more car-friendly, the solution is to provide a better and more viable option. This means improving our public transit and making the city more bike-friendly.",1,1
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwNzcxMDQ=,Kamal Johnson,24.913,"ECONOMY: Created new jobs and amenities by supporting local breweries and cannabis dispensaries.
SOCIAL SERVICES: Partnered with Greater Hudson Promise Neighborhoods and developers to expand affordable daycare options.
SOCIAL SERVICES: Helped launch the Wellness Hub, bringing together emergency housing, supportive housing, and mental health services (in pre-development).
IMMIGRATION: Continued commitment to immigrant protections and advocacy at the state level.
INFRASTRUCTURE / TRANSPORTATION: Replaced century-old sewer systems with modern infrastructure.
ECONOMY: Provided 50,000 in grants to minority-owned businesses.
WAGES / JOB BENEFITS: Advocated for fairer contracts and wages for local workers, including Columbia Memorial Hospital staff.
INFRASTRUCTURE / TRANSPORTATION: Secured 74 million in grants for stormwater separation and infrastructure upgrades.
HOUSING: Supported development of over 300 new affordable and moderate-rate apartments, including senior housing at John L. Edwards School, rent-capped apartments in the Depot District, and partnerships with Hudson Housing Authority and Kearney Development Group.
HOUSING: Launched the Hudson Roots rental assistance program, preventing nearly 100 evictions and assisting 124 households since 2023. Appointed the City’s first Fair Housing Officer.
HOUSING: Secured over 1.1 million in grants for home repair and accessibility improvements. Protected affordability at Providence Hall and Schuyler Court.
INFRASTRUCTURE / TRANSPORTATION: From rebuilding the long-closed Ferry Street Bridge to transforming Promenade Hill Park into a fully accessible plaza, Mayor Johnson has secured millions in state, federal, and private funding to revitalize Hudson’s parks, streets, and waterfront. These projects ensure our city’s shared spaces are open, safe, and welcoming to all.
HEALTHCARE: Addressing the Opioid Epidemic.
HOUSING: Housing Access & Affordability.
WAGES / JOB BENEFITS: Employment Opportunities & Workforce Development.
INFRASTRUCTURE / TRANSPORTATION: Improved Public Infrastructure.",2,2
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwNTU0NjM=,Winsome E. Sears,24.749,"ECONOMY: She will scour the government books to cut wasteful government spending and job-killing regulations because taxpayers know how to spend their money and run their businesses better than government.
TAXES / BUDGET: She will fight for common-sense tax cuts that help all Virginians like eliminating the unfair car tax.
CIVIL RIGHTS: As governor, she will enforce federal law and support state laws that preserve equal opportunities for female athletes and protect women-only spaces where women can compete—and win—fair and square.
CRIMINAL JUSTICE / PUBLIC SAFETY: As governor, she will end radical policies like catch-and-release and ensure violent criminal illegal immigrants are arrested, detained, and sent back to where they came from.
WAGES / JOB BENEFITS: Winsome is a staunch supporter of Virginia’s right-to-work policy because it is essential to Virginia’s economic success.
EDUCATION: As governor, Winsome will empower parents to choose the best school for their children so every child gets a quality education. She will prioritize parents’ rights and basic reading and math skills over ideological grandstanding.
IMMIGRATION: She opposes sanctuary cities and will work alongside the Trump administration to remove those who break our laws and threaten public safety.",9,9
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzExMDE5MDE=,James Roy,24.250,"ARTS / CULTURE: Arts and culture shaped my life. I’ll fight to ensure every young person has access to creative, educational, and enriching opportunities that build confidence, connection, and belonging.
EDUCATION: As a teacher and a proud graduate of New Bedford Public Schools, I know our students and educators deserve the resources, respect, and support they need to succeed..
HOUSING: I grew up in public housing, later struggled with housing instability as a tenant, and only recently navigated the long, uncertain road to homeownership. Everyone deserves a safe, stable home, and I’ll fight for policies that make housing affordable and protect tenants’ rights across our city.
CRIMINAL JUSTICE / PUBLIC SAFETY: Experience has taught me that real safety begins with opportunity. I’ll invest in public health, trauma informed schools, and community led programs to tackle chronic poverty, adverse childhood experiences, and untreated addiction, the factors that drive crime.
WAGES / JOB BENEFITS: Our economy should work for working people. I’ll fight to strengthen labor protections and expand opportunities for good-paying, union jobs right here in New Bedford..
IMMIGRATION: I’ll continue working alongside immigrant families, whose work, culture, and entrepreneurship have helped build New Bedford into the vibrant city it is, to protect their rights, defend their dignity, and ensure everyone feels safe and valued..
ECONOMY: Small, independent businesses are the heartbeat of New Bedford. I’ll champion policies that help them grow and thrive and stand with local merchants against top-down proposals like the downtown BID.",1,1
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwODMzMjM=,Brett E. Wynkoop,23.762,"CRIMINAL JUSTICE / PUBLIC SAFETY: Crack down on criminals who use weapons.
GOVERNMENT REFORM: I pledge to sponsor or co-sponsor legislation to stop the so-called ""City of Yes"" plan, which may sound positive but threatens to override local zoning laws. This top-down approach would silence neighborhood voices and force oversized developments into already crowded communities, straining schools, infrastructure, and public safety. Nearly 70% of residents oppose upzoning without real community input. We must protect local decision-making and preserve the character and stability of our neighborhoods-not hand control to unelected bureaucrats.
IMMIGRATION: I pledge to sponsor or co-sponsor legislation to repeal New York City's sanctuary city status and end the laws that are overwhelming our schools, hospitals, housing, and contributing to rising crime involving illegal migrants. These failed policies have already cost taxpayers over $6#billion-money that should be used to help our own struggling citizens instead. We must protect public safety and public services for New Yorkers first, ensuring every family has fair access to education, healthcare, and housing.
HEALTHCARE: No citizen of our city & state should be forced to undergo any medical procedure as a job requirement or for any other benefit of living in our city & state. How each person decides to approach their health care, and the care of their minor children should not be dictated by employers, government, or places of public accommodation. When I am elected I will introduce legislation that will make it a criminal offense for anyone to require specific health care choices for other people as a condition of employment or to provide services, or for any public accommodation.
CRIMINAL JUSTICE / PUBLIC SAFETY: I pledge to sponsor or co-sponsor legislation to restore law and order in New York City. The dangerous pro-criminal laws forced on us by Albany must be repealed-even if that means legal action against the state. Our police departments must be fully funded so they can protect every neighborhood. District Attorneys who refuse to prosecute violent criminals must be held accountable, regardless of their party. According to NYPD data, major crime rose 33% citywide after bail reform laws took effect in 2020. Enough is enough-New Yorkers deserve safety and justice.
CRIMINAL JUSTICE / PUBLIC SAFETY: Stop catch and release of repeat criminals
ECONOMY: Companies are fleeing New York due to crime and the antibusiness climate that has been enacted by the state legislature. When a company leaves the state it takes all it's jobs with it.  I will work to make New York a more business friendly state so that we can regain good jobs by attracting solid companies to the state, and to our district.
LEGISLATION: When elected to represent CD39 I will introduce bills to prohibit city investment in Chinese businesses, prevent the use of Chinese vendors to fullfil city contracts for goods and services the city needs and to prevent Chinese ownership of NYC businesses.",10,10
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwODMzMjM=,Brett E. Wynkoop,23.762,"CRIMINAL JUSTICE / PUBLIC SAFETY: Crack down on criminals who use weapons.
GOVERNMENT REFORM: I pledge to sponsor or co-sponsor legislation to stop the so-called ""City of Yes"" plan, which may sound positive but threatens to override local zoning laws. This top-down approach would silence neighborhood voices and force oversized developments into already crowded communities, straining schools, infrastructure, and public safety. Nearly 70% of residents oppose upzoning without real community input. We must protect local decision-making and preserve the character and stability of our neighborhoods-not hand control to unelected bureaucrats.
IMMIGRATION: I pledge to sponsor or co-sponsor legislation to repeal New York City's sanctuary city status and end the laws that are overwhelming our schools, hospitals, housing, and contributing to rising crime involving illegal migrants. These failed policies have already cost taxpayers over $6#billion-money that should be used to help our own struggling citizens instead. We must protect public safety and public services for New Yorkers first, ensuring every family has fair access to education, healthcare, and housing.
HEALTHCARE: No citizen of our city & state should be forced to undergo any medical procedure as a job requirement or for any other benefit of living in our city & state. How each person decides to approach their health care, and the care of their minor children should not be dictated by employers, government, or places of public accommodation. When I am elected I will introduce legislation that will make it a criminal offense for anyone to require specific health care choices for other people as a condition of employment or to provide services, or for any public accommodation.
CRIMINAL JUSTICE / PUBLIC SAFETY: I pledge to sponsor or co-sponsor legislation to restore law and order in New York City. The dangerous pro-criminal laws forced on us by Albany must be repealed-even if that means legal action against the state. Our police departments must be fully funded so they can protect every neighborhood. District Attorneys who refuse to prosecute violent criminals must be held accountable, regardless of their party. According to NYPD data, major crime rose 33% citywide after bail reform laws took effect in 2020. Enough is enough-New Yorkers deserve safety and justice.
CRIMINAL JUSTICE / PUBLIC SAFETY: Stop catch and release of repeat criminals
ECONOMY: Companies are fleeing New York due to crime and the antibusiness climate that has been enacted by the state legislature. When a company leaves the state it takes all it's jobs with it.  I will work to make New York a more business friendly state so that we can regain good jobs by attracting solid companies to the state, and to our district.
LEGISLATION: When elected to represent CD39 I will introduce bills to prohibit city investment in Chinese businesses, prevent the use of Chinese vendors to fullfil city contracts for goods and services the city needs and to prevent Chinese ownership of NYC businesses.",9,9
Z2lkOi8vYmFsbG90LWZhY3RvcnkvQ2FuZGlkYWN5LzEwODc5OTU=,Miranda Briseno,23.140,"INFRASTRUCTURE / TRANSPORTATION: Investing in transit-supportive infrastructure like bus shelters and bus benches.
HOUSING: Strengthening requirements for developers to build more affordable housing.
HOUSING: Pushing for stronger Community Benefits Agreements with developers.
SOCIAL SERVICES: Increasing funding for our Health Department’s harm reduction efforts and social services is critical in creating a safe community for everyone.
INFRASTRUCTURE / TRANSPORTATION: Completing a City-wide ADA Transition Plan.
EDUCATION: As a child of a special education teacher and a product of public schools, ensuring that Medford Public Schools are fully funded is a top priority.
HOUSING: Funding the Affordable Housing Trust.
INFRASTRUCTURE / TRANSPORTATION: Keeping vulnerable road users safe by reducing car speeds through low-cost, highly effective traffic calming measures, such as raised crosswalks and bump-outs, as well as improving active transportation infrastructure.
IMMIGRATION: Continuing to protect our neighbors from unlawful ICE detainments and creating and funding an unarmed, community-based, crisis response team like Cambridge HEART and Lynn CALM will help create a safe Medford for everyone who calls Medford home.
TAXES / BUDGET: I fully support building a new flagship high school so that Medford’s youth can attend school in a building that matches the exceptional education provided by our many dedicated teachers and staff. The City needs to develop a revenue plan that covers a portion of the building costs.
HOUSING: Funding an Office of Housing Stability to prevent the displacement of long-term residents.
INFRASTRUCTURE / TRANSPORTATION: Working with our DPW, Traffic, and Engineering staff to develop a plan to bring all sidewalks in Medford to a state of good repair.
EDUCATION: Vibrant and thriving public schools with a diverse and inclusive student body help create a resilient community. Our schools deserve a budget that allows for increased wraparound support for families through expanded options for after-school and summer care, the expansion of pre-K programs, fee-free arts and extracurricular activities, and competitive pay for staff.",2,2
